,tweet,brand,sentiment,lemmatization,polarity
191,ipad 2 takes sxsw video,Apple,No emotion toward brand or product,ipad 2 take sxsw video,0.0
192,many ipad 2s snapping away keynote slides sxsw,Apple,Positive emotion,many ipad 2 snapping away keynote slide sxsw,0.5
193,apple 200m users credit cards syncd itunes one click purchase winning sxsw,Apple,Positive emotion,apple 200m user credit card syncd itunes one click purchase winning sxsw,0.5
194,2nd cocktail quottexas snowflakequot google cnngrill sxsw,Google,No emotion toward brand or product,2nd cocktail quottexas snowflakequot google cnngrill sxsw,0.0
195,new post 3 iphone apps well using south southwest interactive sxsw sxswi,Apple,No emotion toward brand or product,new post 3 iphone apps well using south southwest interactive sxsw sxswi,0.13636363636363635
196,new post 3 iphone apps well using south southwest interactive sxsw sxswi,Apple,Positive emotion,new post 3 iphone apps well using south southwest interactive sxsw sxswi,0.13636363636363635
197,sweet new 3d google maps demo going ballroom sxsw,Google,No emotion toward brand or product,sweet new 3d google map demo going ballroom sxsw,0.24318181818181817
198,35 million miles per day driving google maps navigation sxsw,Google,Positive emotion,35 million mile per day driving google map navigation sxsw,0.0
199,rt 4 pm ipad2 line apple store longer wider ûò 250 people one hour sxsw,Apple,Positive emotion,rt 4 pm ipad2 line apple store longer wider ûò 250 people one hour sxsw,0.0
200,u smart 4 packing extra rt way sunny austin sxsw extra iphone stow case,Apple,No emotion toward brand or product,u smart 4 packing extra rt way sunny austin sxsw extra iphone stow case,0.07142857142857142
201,wonder 4sqwill attempt block gowalla crosscheckins way facebook blocked googles contacts connections sxsw lbswars,Google,No emotion toward brand or product,wonder 4sqwill attempt block gowalla crosscheckins way facebook blocked google contact connection sxsw lbswars,0.0
202,sxsw day 5 apple store theres still lineand growing,Apple,No emotion toward brand or product,sxsw day 5 apple store there still lineand growing,0.0
203,check 5 steps bulletproof ux strategy sxsw sxsw rhjr_ux5,Apple,Positive emotion,check 5 step bulletproof ux strategy sxsw sxsw rhjr_ux5,0.0
204,wandering 6th street girls stopped ceviche mojitos apple juice amp ice cream sxsw,Apple,No emotion toward brand or product,wandering 6th street girl stopped ceviche mojitos apple juice amp ice cream sxsw,0.0
205,youre band sxsw want share track audience stage use frostwire android theres wifi available,Google,No emotion toward brand or product,youre band sxsw want share track audience stage use frostwire android there wifi available,0.4
206,weve got busy week ahead new book google apps available amazon amp attending sxsw,Google,Positive emotion,weve got busy week ahead new book google apps available amazon amp attending sxsw,0.21212121212121213
207,believe went aussies sxsw rt ipad 2 sold 70 went new buyers report,Apple,No emotion toward brand or product,believe went aussie sxsw rt ipad 2 sold 70 went new buyer report,0.13636363636363635
208,ûïmention google spreadsheet 270 parties sxsw year o_o plan going sxsw party,Google,No emotion toward brand or product,ûïmention google spreadsheet 270 party sxsw year o_o plan going sxsw party,0.05
209,guy line apples popup store sixth street austin quotim guyquot told sxsw,Apple,No emotion toward brand or product,guy line apple popup store sixth street austin quotim guyquot told sxsw,0.0
210,u iphone dont need caruse zimride etc share rides sxsw shareable,Apple,No emotion toward brand or product,u iphone dont need caruse zimride etc share ride sxsw shareable,0.0
211,ive seen lot tablets every single one ipad sxsw,Apple,Positive emotion,ive seen lot tablet every single one ipad sxsw,-0.07142857142857142
212,receiving lot messages telling im sexy response post looking meet fellow christian iphone devs sxsw,Apple,No emotion toward brand or product,receiving lot message telling im sexy response post looking meet fellow christian iphone devs sxsw,0.25
213,picked mophie battery case 4 iphone prep sxsw lugging around laptop amp using phone huge win last year,Apple,No emotion toward brand or product,picked mophie battery case 4 iphone prep sxsw lugging around laptop amp using phone huge win last year,0.4000000000000001
214,thats news p rtmention google launch major new social network called circles possibly today sxsw,Google,Positive emotion,thats news p rtmention google launch major new social network called circle possibly today sxsw,0.05804924242424242
215,took piss trade show ipad one hand iphone pissing kiiiiiilling right sxsw,Apple,No emotion toward brand or product,took piss trade show ipad one hand iphone pissing kiiiiiilling right sxsw,0.2857142857142857
216,rumor monger good read å_ google circles preview sxsw via socbiz fb,Google,No emotion toward brand or product,rumor monger good read å_ google circle preview sxsw via socbiz fb,0.7
217,hobo shotgun iphone game sxsw,Apple,Positive emotion,hobo shotgun iphone game sxsw,-0.4
218,hobo shotgun video game coming ipadiphone users yes please sxsw,Apple,No emotion toward brand or product,hobo shotgun video game coming ipadiphone user yes please sxsw,-0.4
219,build store less 24 hours one biggest launches companys history got apple sxsw ipad2,Apple,Positive emotion,build store le 24 hour one biggest launch company history got apple sxsw ipad2,0.0
220,took survey iphone starbucks line got free starbucks gift card instant research instant gratification sxsw gsdm,Apple,Positive emotion,took survey iphone starbucks line got free starbucks gift card instant research instant gratification sxsw gsdm,0.13333333333333333
221,apple temporary retail store austin ipad 2 release today opens 5pm sxsw sxswi ipad2,Apple,No emotion toward brand or product,apple temporary retail store austin ipad 2 release today open 5pm sxsw sxswi ipad2,0.0
222,read groupme sxswsounds like incredible app available android phones yet,Google,No emotion toward brand or product,read groupme sxswsounds like incredible app available android phone yet,0.65
223,wondering circles gt google reveal new social network sxsw,Google,Positive emotion,wondering circle gt google reveal new social network sxsw,0.08484848484848484
224,google search local marissa mayer sxsw,Google,No emotion toward brand or product,google search local marissa mayer sxsw,0.0
225,wondering street closures sxsw made google map show sxsw austin,Google,No emotion toward brand or product,wondering street closure sxsw made google map show sxsw austin,0.0
226,google another go social quotgoogle circlesquot sxsw google,Google,No emotion toward brand or product,google another go social quotgoogle circlesquot sxsw google,0.03333333333333333
227,questions whats inside ipad 2 fire way sxsw,Apple,No emotion toward brand or product,question whats inside ipad 2 fire way sxsw,0.0
228,paraormal activity sanctuary iphone game sketching ar experience interactivity quotmagic lensequot eduar sxsw,Apple,No emotion toward brand or product,paraormal activity sanctuary iphone game sketching ar experience interactivity quotmagic lensequot eduar sxsw,-0.4
229,apple iie ad 85 si swimsuit issue garage sale sxsw,Apple,No emotion toward brand or product,apple iie ad 85 si swimsuit issue garage sale sxsw,0.0
230,flipboard adds instagram photos social search apps apple socialsearch sxsw,Apple,No emotion toward brand or product,flipboard add instagram photo social search apps apple socialsearch sxsw,0.03333333333333333
231,spent aftrnoon frozen lake photographing brother scott amp team catch sxsw ths weeknd,Others,No emotion toward brand or product,spent aftrnoon frozen lake photographing brother scott amp team catch sxsw th weeknd,-0.1
232,iphone alarms botch timechange many sxswers freak late flights missed panels behind bloody marys,Apple,No emotion toward brand or product,iphone alarm botch timechange many sxswers freak late flight missed panel behind bloody mary,-0.25
233,shouts ladies holding ipad 2s free sxsw shows take photos sipping free beer cc,Apple,Negative emotion,shout lady holding ipad 2 free sxsw show take photo sipping free beer cc,0.4
234,dj hoodie allen due respect probably make way back google sxsw,Google,Positive emotion,dj hoodie allen due respect probably make way back google sxsw,-0.0625
235,meant also wish sxsw dyac stupid iphone,Apple,No emotion toward brand or product,meant also wish sxsw dyac stupid iphone,-0.7999999999999999
236,america needs rt google launch major new social network called circles possibly today sxsw,Google,Negative emotion,america need rt google launch major new social network called circle possibly today sxsw,0.05804924242424242
237,audioboo american dream bust ipad sxsw bum begger us socialart documentally,Apple,I can't tell,audioboo american dream bust ipad sxsw bum begger u socialart documentally,0.0
238,skifta appbased media shifting service turns android phone sxsw mashable sxswi,Google,No emotion toward brand or product,skifta appbased medium shifting service turn android phone sxsw mashable sxswi,0.0
239,rumors apple store opening sxsw 6th amp congress signs point yes,Apple,No emotion toward brand or product,rumor apple store opening sxsw 6th amp congress sign point yes,0.0
240,apple security guy locks store sxsw,Apple,Positive emotion,apple security guy lock store sxsw,0.0
241,apple security guy locks store sxsw realtime sxsw curated,Apple,No emotion toward brand or product,apple security guy lock store sxsw realtime sxsw curated,0.0
242,got ipad 2 sxsw cc,Apple,No emotion toward brand or product,got ipad 2 sxsw cc,0.0
243,picked ipad 2 sxsw pop apple store 15 minute wait,Apple,No emotion toward brand or product,picked ipad 2 sxsw pop apple store 15 minute wait,0.0
244,brilliant enlightening game mechanics presentation google sxsw,Google,Positive emotion,brilliant enlightening game mechanic presentation google sxsw,0.26666666666666666
245,gsdampm googlesitting tree sxsw gsdm,Google,Positive emotion,gsdampm googlesitting tree sxsw gsdm,0.0
246,heres pic winning ipad unsix sxsw cc cont,Apple,No emotion toward brand or product,here pic winning ipad unsix sxsw cc cont,0.5
247,iphone thirsty sxsw mention chevy volt lounge w 16 others,Apple,No emotion toward brand or product,iphone thirsty sxsw mention chevy volt lounge w 16 others,0.0
248,iphone thirsty sxsw mention chevy volt lounge w 16 others,Apple,No emotion toward brand or product,iphone thirsty sxsw mention chevy volt lounge w 16 others,0.0
249,came left sxsw iphone playing song chosen random skreams listening records wall appropriate,Apple,No emotion toward brand or product,came left sxsw iphone playing song chosen random skreams listening record wall appropriate,0.0
250,marketing sales genius apple sxsw,Apple,No emotion toward brand or product,marketing sale genius apple sxsw,0.0
251,arduino android flaming skulls refrigerator speaks salon k 330pm sxsw smartthings,Google,Positive emotion,arduino android flaming skull refrigerator speaks salon k 330pm sxsw smartthings,0.0
252,reminder android chrome tts talk 1 pm today sxsw,Google,No emotion toward brand or product,reminder android chrome tt talk 1 pm today sxsw,0.0
253,ipad 2 vs android vs world panel sxsw today 330pm,Apple,No emotion toward brand or product,ipad 2 v android v world panel sxsw today 330pm,0.0
